	metabolite	logFC	statistic	P.Value	q	hmdb	metab_ids
11	lactate	0.4617229140314904	-3.3451487502486827	0.000822384515783466	0.024865037712511855	HMDB00190	HMDB00190
12	3-hydroxyoctanoate	-0.6757020579280536	3.2244764379494435	0.0012620324149717629	0.03412710075239893	HMDB01954	HMDB01954
13	nonadecanoate (19:0)	-0.6005239517205204	3.2020257751960965	0.0013646478693387534	0.03412710075239893	HMDB00772	HMDB00772
14	2-hydroxyglutarate	0.4203601371509584	-3.3462837838376176	0.0014286580111453825	0.03412710075239893	HMDB00606	HMDB00606
15	phenylalanyltryptophan	-0.6452665575243407	3.182381445286918	0.0014606930283127947	0.03412710075239893	HMDB29006	HMDB29006
16	linoleate (18:2n6)	-0.6087317415353712	3.1150294570268775	0.001839265410782716	0.041103583527926785	HMDB00673	HMDB00673
17	margarate (17:0)	-0.5896192936239614	3.064515465831847	0.002180229014198241	0.04482550853191584	HMDB02259	HMDB02259
18	methionine	-0.5550814402675471	3.0364521373901634	0.002393801100108023	0.04732360636367399	HMDB00696	HMDB00696
19	glutamate	0.4146660026721813	-2.9354241550001023	0.003330920298041137	0.059359537056067904	HMDB00148	HMDB00148
20	N-acetylphenylalanine	0.4143909572300002	-2.9298114893117657	0.0033916769170273015	0.059359537056067904	HMDB00512	HMDB00512
21	5-methyluridine (ribothymidine)	-0.5005972150549945	2.9185861579350925	0.003516226905004958	0.059359537056067904	HMDB00884	HMDB00884
22	valylleucine	-0.533810789152996	2.912973492246756	0.003580049900268687	0.059359537056067904	HMDB29131	HMDB29131
23	pyruvate	0.5093903315542939	-2.8961354951817455	0.0037778924342026328	0.05938445070679951	HMDB00243	HMDB00243
24	guaiacol sulfate	-0.48582560431791905	3.0296883946798583	0.003812620376117478	0.05938445070679951	HMDB60013	HMDB60013
25	allantoin	0.39447878513665974	-2.83720250545421	0.004551073663670601	0.06880152538607909	HMDB00462	HMDB00462
26	androsterone sulfate	-0.574931841208579	2.7951075127916845	0.005188245780158534	0.07268870793833919	HMDB02759	HMDB02759
27	xylose	0.5062844069636407	-2.789494847103348	0.0052790336497650315	0.07268870793833919	HMDB00098	HMDB00098
28	N6-carbamoylthreonyladenosine	0.40464280887472337	-2.783882181415011	0.005371254121580114	0.07268870793833919	HMDB41623	HMDB41623
29	3-hydroxydecanoate	-0.5806312608898947	2.7782695157266746	0.005464926850668793	0.07268870793833919	HMDB02203	HMDB02203
30	indolepropionate	-0.524541169267236	2.9126554410915633	0.005538066927602423	0.07268870793833919	HMDB02302	HMDB02302
31	inosine	0.41263880851192186	-2.767044184350001	0.0056567087889758125	0.07268870793833919	HMDB00195	HMDB00195
32	1-linoleoyl-GPE (18:2)*	-0.5641476583281236	2.671628867648277	0.007548408247941563	0.08905993738646345	HMDB11507	HMDB11507
33	dodecadienoate (12:2)*	-0.5252893337829405	2.660403536271603	0.007804708022310864	0.08905993738646345	HMDB00623	HMDB00623
34	linolenate [alpha or gamma; (18:3n3 or 6)]	-0.5702051269345397	2.657597203427435	0.00786998915281155	0.08905993738646345	HMDB03073	HMDB03073
35	10-heptadecenoate (17:1n7)	-0.4825183573051655	2.6547908705832666	0.00793575897643871	0.08905993738646345	HMDB60038	HMDB60038
36	gamma-CEHC	-0.536750415829043	2.6435655392065933	0.008203788167663836	0.08905993738646345	HMDB01931	HMDB01931
37	gamma-glutamylglutamine	-0.5305628693734448	2.747791137444026	0.008343494496045734	0.08905993738646345	HMDB11738	HMDB11738
38	androstenediol (3beta,17beta) disulfate (1)	0.3785971955409751	-2.733809142184717	0.008650419067254314	0.08905993738646345	HMDB03818	HMDB03818
39	guanosine	0.3996576939268199	-2.6239212092974147	0.008692389086718696	0.08905993738646345	HMDB00133	HMDB00133
40	3-phenylpropionate (hydrocinnamate)	-0.5335491891667995	2.6239212092974147	0.008692389086718696	0.08905993738646345	HMDB00764	HMDB00764
41	tartarate	-0.6122054040822225	2.618308543609078	0.008836686394376724	0.08905993738646345	HMDB00956	HMDB00956
42	N1-methylinosine	0.31517294171724775	-2.7034661628670538	0.009163010453274096	0.09057283409582471	HMDB02721	HMDB02721
43	aspartylleucine	0.3253686725423251	-2.5986642136998994	0.009358727012789732	0.09076199404856457	HMDB28757	HMDB28757
44	1-palmitoylglycerol (16:0)	-0.515258724267868	2.680713716524471	0.00967935266734312	0.09154813624341789	HMDB31074	HMDB31074
45	taurine	0.36508390895603615	-2.5818262166348895	0.009827905983304398	0.09154813624341789	HMDB00251	HMDB00251
46	2-hydroxyoctanoate	-0.4485838357943603	2.570600885258216	0.010152225225437392	0.09154813624341789	HMDB02264	HMDB02264
47	N-acetylglutamine	-0.45969331410460107	2.5425375568165323	0.011005077347663521	0.0942768292783175	HMDB06029	HMDB06029
48	proline	-0.4674769336174946	2.5425375568165323	0.011005077347663521	0.0942768292783175	HMDB00162	HMDB00162
49	xanthine	0.4033496525357883	-2.5425375568165323	0.011005077347663521	0.0942768292783175	HMDB00292	HMDB00292
50	gamma-glutamylmethionine	-0.46609314454157785	2.6403866923789785	0.011331205783151067	0.09547934053343686	HMDB29155	HMDB29155
51	acetylcarnitine (C2)	-0.43763815786226556	2.5144742283748487	0.011921001496914019	0.09726023443513977	HMDB00201	HMDB00201
52	1-oleoylglycerol (18:1)	-0.4582651180767671	2.568752086201344	0.01282474107172675	0.1008991946172797	HMDB11567	HMDB11567
53	1-linoleoyl-GPC (18:2)	-0.4790456045639167	2.475185568556492	0.013316696371958056	0.1008991946172797	HMDB10386	HMDB10386
54	hexadecadienoate (16:2n6)	-0.4866369156864806	2.4695729028681552	0.013527445164696672	0.1008991946172797	HMDB00477	HMDB00477
55	alpha-ketoglutarate	0.38787347461829547	-2.4695729028681552	0.013527445164696672	0.1008991946172797	HMDB00208	HMDB00208
56	xylitol	0.3901532727105089	-2.466766570023987	0.013633920489533938	0.1008991946172797	HMDB02917	HMDB02917
57	ornithine	-0.4956295098798206	2.4358969087381346	0.014854917484157059	0.10622891288117589	HMDB03374	HMDB03374
58	kynurenate	-0.4718508785768934	2.4330905758939663	0.014970555440651696	0.10622891288117589	HMDB00715	HMDB00715
59	stearidonate (18:4n3)	-0.4957051064789061	2.430284243049798	0.015086985681567782	0.10622891288117589	HMDB06547	HMDB06547
60	stearoyl sphingomyelin (d18:1/18:0)	0.4007258214904635	-2.421865244517293	0.015441075252546179	0.10725287405146941	HMDB01348	HMDB01348
61	tetradecanedioate (C14-DC)	-0.43301997793438285	2.4050272474522827	0.016171260008129355	0.11082703525571318	HMDB00872	HMDB00872
62	gamma-glutamylalanine	-0.43181936567069884	2.382576584698936	0.017191955564970798	0.11627191000519724	HMDB29142	HMDB29142
63	glycohyocholate	0.3925903671069753	-2.368544920478094	0.017858211630047652	0.11723092241702814	"HMDB00138
"	"HMDB00138
"
64	urea	-0.43145345897593257	2.3629322547897575	0.01813098360820514	0.11723092241702814	HMDB00294	HMDB00294
65	N-acetylcarnosine	-0.45219864226712675	2.4418638188474144	0.018820053454366582	0.11914542748426453	HMDB12881	HMDB12881
66	N-acetylarginine	-0.6526930462903361	2.4185152033453052	0.01900763629126399	0.11914542748426453	HMDB04620	HMDB04620
67	caproate (6:0)	-0.4690661604434632	2.3292562606597373	0.019845494027548653	0.1213017802664091	HMDB00535	HMDB00535
68	isoleucylvaline	-0.485582547002958	2.3236435949714003	0.020144603865980847	0.1213017802664091	HMDB28920	HMDB28920
69	alanine	-0.3876154447445756	2.320837262127232	0.02029562860488557	0.1213017802664091	HMDB00161	HMDB00161
70	docosapentaenoate (n3 DPA; 22:5n3)	-0.42449691282158697	2.3096119307505587	0.020909648486099257	0.1235351646190232	HMDB06528	HMDB06528
71	1-margaroyl-GPC (17:0)	-0.4896236276300859	2.3747377714165263	0.02194560977687901	0.12818231165131605	HMDB12108	HMDB12108
72	biliverdin	-0.5223601875667198	2.2843549351530434	0.022350679767180887	0.1290814539363031	HMDB01008	HMDB01008
73	pyrraline	-0.46169037919254086	2.27312960377637	0.023018370925092457	0.13146047394997248	HMDB33143	HMDB33143
74	N-acetylhistidine	-0.4448871106588043	2.267516938088033	0.023358665376356794	0.13193795608183947	HMDB32055	HMDB32055
75	isobutyrylglycine	-0.4566894435593184	2.2619042723996965	0.023703318356808008	0.13242940908042736	HMDB00730	HMDB00730
76	phenyllactate (PLA)	0.33741803764681705	-2.2506789410230232	0.024405879512427578	0.13488840934825566	HMDB00779	HMDB00779
77	guanidinoacetate	-0.3833046570532862	2.2394536096463495	0.025126416538350817	0.13506761800638453	HMDB00128	HMDB00128
78	dihomo-linolenate (20:3n3 or n6)	-0.4664042323699319	2.2394536096463495	0.025126416538350817	0.13506761800638453	HMDB02925	HMDB02925
79	hexanoylcarnitine (C6)	-0.4197204859411383	2.211390281204666	0.027008822276649923	0.14311891391956763	HMDB00705	HMDB00705
80	2-aminooctanoate	-0.35223979401964867	2.1861332856071507	0.028805855406801084	0.1504797978552787	HMDB00991	HMDB00991
81	myristate (14:0)	-0.4108858407220182	2.1833269527629824	0.029011741055444355	0.1504797978552787	HMDB00806	HMDB00806
82	5,6-dihydrouridine	0.34618362403863967	-2.2475941479967565	0.029276225263672902	0.1504797978552787	" 
HMDB00497"	" 
HMDB00497"
83	1-pentadecanoyl-GPC (15:0)*	-0.43541398103700507	2.2360845885282714	0.030174000616592873	0.15355877541513602	HMDB10381	HMDB10381
84	dimethyl sulfone	-0.39814382154840927	2.1524572914771305	0.031361355564463504	0.15803663490327688	HMDB04983	HMDB04983
85	valine	-0.382187795013749	2.2135847682003984	0.031991527238383576	0.1590081732008069	HMDB00883	HMDB00883
86	2-palmitoyl-GPE (16:0)*	-0.40077445488292857	2.138425627256289	0.03248221436981464	0.1590081732008069	HMDB11503	HMDB11503
87	N2,N2-dimethylguanosine	0.3331617539638055	-2.1328129615679523	0.032940072551355316	0.1597282763339305	HMDB04824	HMDB04824
88	5,6-dihydrouracil	0.32942673229578845	-2.1272002958796152	0.0334034445682056	0.16046140661736147	HMDB00076	HMDB00076
89	palmitate (16:0)	-0.38948728579266706	2.0991369674379317	0.035804828505022764	0.16884111790441927	HMDB00220	HMDB00220
90	uracil	0.3876325964805065	-2.1359726475098797	0.037538267137814045	0.17540608462578564	HMDB00300	HMDB00300
91	oleate (18:1n9)	-0.36241874017346676	2.054235641931238	0.03995289030738519	0.1815694620841207	HMDB00207	HMDB00207
92	mannose	0.4066863375074472	-2.1080797860123415	0.04037686452162357	0.1815694620841207	HMDB00169	HMDB00169
93	indolelactate	-0.37587695856145775	2.1077244274921334	0.04073591892828735	0.1815694620841207	HMDB00671	HMDB00671
94	2-aminobutyrate	-0.42123691478187625	2.097637606935405	0.04105301641275091	0.1815694620841207	HMDB00650	HMDB00650
95	hypoxanthine	0.3148481210148046	-2.040203977710396	0.041330013742883503	0.1815694620841207	HMDB00157	HMDB00157
96	taurocholate	0.3174711404374203	-2.0037216507362077	0.0450998856981026	0.19645204448156559	HMDB00036	HMDB00036
97	pseudouridine	0.2704909095692085	-1.9924963193595342	0.04631662862297405	0.1983895592684055	HMDB00767	HMDB00767
98	tartronate (hydroxymalonate)	-0.3594421361932649	1.9924963193595342	0.04631662862297405	0.1983895592684055	HMDB35227	HMDB35227
99	3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)	-0.40962499640721867	2.0480992495489736	0.0468153954117947	0.1988687044765494	HMDB61112	HMDB61112
100	malate	0.27075253311811887	-1.9812709879828607	0.04756089207684096	0.19976978211854884	HMDB00156	HMDB00156
101	tryptophan betaine	-0.36585692798281616	1.975658322294524	0.04819348829319077	0.19976978211854884	HMDB61115	HMDB61115
102	glycolate (hydroxyacetate)	-0.3351423012660283	1.9700456566061872	0.04883313820271129	0.20043371135848057	HMDB00115	HMDB00115
103	eicosapentaenoate (EPA; 20:5n3)	-0.4003018130763965	2.0174832338481044	0.04913355570266255	0.20043371135848057	HMDB01999	HMDB01999
104	docosahexaenoate (DHA; 22:6n3)	-0.35976960464448154	1.9532076595411771	0.05079499384231084	0.20397364714802949	HMDB02183	HMDB02183
105	citrulline	-0.41010469699015	1.992119545666297	0.052448686586567345	0.2089815884146947	HMDB00904	HMDB00904
106	argininate	-0.31109515970880086	1.97862865107452	0.05291543905899232	0.20921950520247734	HMDB00517	HMDB00517
107	1-ribosyl-imidazoleacetate*	-0.32963653140003263	1.9167253325669886	0.05527283519582084	0.21361080669663088	HMDB02331	HMDB02331
108	N-formylmethionine	0.2938921713077497	-1.9167253325669886	0.05527283519582084	0.21361080669663088	HMDB01015	HMDB01015
109	choline	-0.3432011408380077	1.9026936683461468	0.05708052861713855	0.21895068439708368	HMDB00097	HMDB00097
110	inositol 1-phosphate (I1P)	-0.36188813150954197	1.8830493384369682	0.05969368192537146	0.2253907519195948	HMDB00213	HMDB00213
111	2-linoleoyl-GPE (18:2)*	-0.3572481781830531	1.8605986756836215	0.0628008720011348	0.23202881136473816	HMDB11477	HMDB11477
112	N-acetyltyrosine	0.35417012202828785	-1.857792342839453	0.06319850893202984	0.23202881136473816	HMDB00866	HMDB00866
113	asparagine	-0.31200636587826314	1.8465670114627797	0.06480991895246435	0.23459365029272305	HMDB00168	HMDB00168
114	glycerol	-0.3902257779114762	1.887251765781412	0.06541843771840411	0.23514039851230567	HMDB00131	HMDB00131
115	isoleucine	-0.321343591422972	1.8841330255389537	0.06589061273148457	0.23519288155543797	HMDB00172	HMDB00172
116	sphingosine 1-phosphate	0.2541437396292827	-1.8297290143977694	0.0672904700490026	0.23853311451853335	HMDB00277	HMDB00277
117	N6-succinyladenosine	0.2808024161680011	-1.810084684488591	0.07028265566105144	0.24408976357959758	HMDB00912	HMDB00912
118	beta-hydroxyisovalerate	0.2884579502871755	-1.8389435863288026	0.07188367647964712	0.2479745618156954	HMDB00754	HMDB00754
119	gamma-glutamylphenylalanine	0.22895673057541427	-1.7679896918260656	0.07706262696271914	0.2635350833607676	HMDB00594	HMDB00594
120	docosapentaenoate (n6 DPA; 22:5n6)	-0.4238009181486912	1.7623770261377287	0.0780056175794289	0.2635350833607676	HMDB01976	HMDB01976
121	4-imidazoleacetate	0.30089877036233814	-1.80158824909683	0.07817496721988891	0.2635350833607676	HMDB02024	HMDB02024
122	piperine	-0.5159397329556882	1.756764360449392	0.07895798217423776	0.2635350833607676	HMDB29377	HMDB29377
123	1-arachidonoyl-GPE (20:4n6)*	-0.3487495832603915	1.7840025609272199	0.08094857603582105	0.2646678093185826	HMDB11517	HMDB11517
124	valerylcarnitine (C5)	-0.36476610202821114	1.7767199402297569	0.08150841442898146	0.2646678093185826	HMDB13128	HMDB13128
125	taurochenodeoxycholate	0.2762618678795632	-1.739926363384382	0.08187194879699344	0.2646678093185826	HMDB00951	HMDB00951
126	N-acetylaspartate (NAA)	-0.3057447044268193	1.723088366319372	0.08487254629980867	0.26920019140160706	HMDB00812	HMDB00812
127	4-vinylphenol sulfate	-0.3343437484643814	1.7576046149623574	0.08536893229272753	0.26920019140160706	HMDB04072	HMDB04072
128	octanoylcarnitine (C8)	-0.3113719247752784	1.7062503692543616	0.08796147430808011	0.2740133199657768	HMDB00791	HMDB00791
129	glycerophosphorylcholine (GPC)	0.24163757969126215	-1.6950250378776883	0.09007067116159434	0.27889352395818967	HMDB00086	HMDB00086
130	4-ethylphenylsulfate	-0.36562913563149113	1.7229605780218928	0.09170974550241204	0.28047529207090105	HMDB62551	HMDB62551
131	salicylate	-0.3142027975614691	1.6837997065010148	0.09222038396805629	0.28047529207090105	HMDB01895	HMDB01895
132	glycerol 3-phosphate	-0.33561456800505607	1.722339835749082	0.09232662842280322	0.28047529207090105	HMDB00126	HMDB00126
133	10-nonadecenoate (19:1n9)	-0.31799820439426224	1.6641553765918362	0.09608138298230365	0.288806028379556	HMDB13622	HMDB13622
134	glycodeoxycholate	-0.334182436513791	1.661349043747668	0.09664336544407752	0.2888063362689294	HMDB00631	HMDB00631
135	creatine	-0.2909521455785342	1.6501237123709944	0.09891763577708987	0.2938782343673625	HMDB00064	HMDB00064
136	glycerol 2-phosphate	-0.296837377930212	1.6829855131728002	0.09948407155626669	0.2938782343673625	HMDB02520	HMDB02520
137	xanthosine	0.33395701636090186	-1.63288239142881	0.10917302174672754	0.31349124680345225	HMDB00299	HMDB00299
138	4-guanidinobutanoate	-0.24270135283651925	1.5939970554876273	0.11093669441174066	0.31678589404241503	HMDB03464	HMDB03464
139	dihomo-linoleate (20:2n6)	-0.3034422601296291	1.5799653912667855	0.11411479242437533	0.3240607917465686	HMDB05060	HMDB05060
140	glycoursodeoxycholate	0.23230499543957503	-1.5715463927342805	0.11605578716308634	0.3277619483616834	HMDB00708	HMDB00708
141	beta-alanine	0.18989484047287294	-1.5659337270459437	0.11736413304154594	0.32785415425736203	HMDB00056	HMDB00056
142	lysine	-0.28816644582537704	1.5462893971367653	0.12203469149867992	0.33744591244216227	HMDB00182	HMDB00182
143	1-arachidonoyl-GPC (20:4n6)*	-0.3103922989933359	1.5749122196859873	0.12267704238473777	0.33744591244216227	HMDB10395	HMDB10395
144	laurate (12:0)	-0.31710881538593316	1.568668565944573	0.12338692884088068	0.33744591244216227	HMDB00638	HMDB00638
145	phenylacetylglutamine	0.276791707570731	-1.5378703986042601	0.1240803063260091	0.33744591244216227	HMDB06344	HMDB06344
146	erythritol	0.21900752991425657	-1.5378703986042601	0.1240803063260091	0.33744591244216227	HMDB02994	HMDB02994
147	2-hydroxyhippurate (salicylurate)	-0.2677555825477453	1.5266450672275869	0.1268492940151452	0.3431607217041296	HMDB00840	HMDB00840
148	bradykinin, des-arg(9)	0.40919712559535054	-1.5502400828803637	0.127838865515818	0.343340505775101	HMDB04246	HMDB04246
149	S-adenosylhomocysteine (SAH)	0.2547332172413431	-1.52103240153925	0.1282517064373918	0.343340505775101	HMDB00939	HMDB00939
150	1-oleoyl-GPE (18:1)	-0.2939515476889486	1.5360858532850636	0.13135507313063272	0.3480232349955939	HMDB11506	HMDB11506
151	glycerate	-0.26074544475935796	1.50419440447424	0.13253131809642033	0.34933896154646177	HMDB00139	HMDB00139
152	stearate (18:0)	-0.2579421392318181	1.4985817387859033	0.13398217303671214	0.35136141296362267	HMDB00827	HMDB00827
153	N6-acetyllysine	0.21448775381553234	-1.4873564074092298	0.13692070383394456	0.353243127568597	HMDB00206	HMDB00206
154	propionylcarnitine (C3)	-0.3125611568213374	1.5111110753859416	0.13747565819885119	0.353243127568597	HMDB00824	HMDB00824
155	1-stearoyl-GPC (18:0)	-0.3089113331578221	1.5108197407552701	0.1379616139929879	0.353243127568597	HMDB10384	HMDB10384
156	stachydrine	-0.26056476467687784	1.481743741720893	0.13840849345029102	0.353243127568597	HMDB04827	HMDB04827
157	serine	-0.2904967950400259	1.5053319689225027	0.13898114295034042	0.353243127568597	HMDB00187	HMDB00187
158	cinnamoylglycine	-0.3153853540273322	1.502170606872057	0.13983036609273827	0.353243127568597	HMDB11621	HMDB11621
159	isobutyrylcarnitine (C4)	-0.28796402689903217	1.4705184103442197	0.14142140322669647	0.353243127568597	HMDB00736	HMDB00736
160	2-palmitoyl-GPC (16:0)*	-0.30175343689041656	1.49601017959199	0.14211955748078184	0.353243127568597	HMDB61702	HMDB61702
161	kynurenine	0.17981695905665437	-1.4649057446558829	0.1429466352806774	0.353243127568597	HMDB00684	HMDB00684
162	pentadecanoate (15:0)	-0.20254246681764024	1.4649057446558829	0.1429466352806774	0.353243127568597	HMDB00826	HMDB00826
163	sphingosine	0.2338779519878479	-1.4649057446558829	0.1429466352806774	0.353243127568597	HMDB00252	HMDB00252
164	1-arachidoyl-GPC (20:0)	-0.2950281851062568	1.4870539754566385	0.14395412733533466	0.35330451580372113	HMDB10390	HMDB10390
165	1,2-propanediol	0.24786076320761607	-1.4617319501381423	0.15040720545317784	0.3608568141709047	HMDB01881	HMDB01881
166	3-hydroxypropanoate	0.21036123459622516	-1.4256170848375258	0.1539789019184734	0.36139340450271845	HMDB00700	HMDB00700
167	sorbitol	0.20366494221828094	-1.4143917534608526	0.15724691004308194	0.3670725632865332	HMDB00247	HMDB00247
168	glycocholate	0.20237928543144781	-1.4287981410672326	0.1588162270370507	0.3670725632865332	HMDB00138	HMDB00138
169	N-palmitoylglycine	-0.2435424372332214	1.4087790877725157	0.15890050060914473	0.3670725632865332	HMDB13034	HMDB13034
170	gluconate	-0.2647145470131999	1.4301158918221315	0.15982177895233773	0.3670725632865332	HMDB00625	HMDB00625
171	glucose	-0.24931253480382065	1.403166422084179	0.16056721791958772	0.3670725632865332	HMDB00122	HMDB00122
172	gamma-CEHC glucuronide*	-0.5509867159954905	1.4209144540662717	0.16068351505733458	0.3670725632865332	HMDB62445	HMDB62445
173	leucine	-0.25064668953879976	1.4207337615282631	0.16204704190149105	0.36854946697949736	HMDB00687	HMDB00687
174	decanoylcarnitine (C10)	-0.2419623490653913	1.3751030936424955	0.16909948540980135	0.382894870046863	HMDB00651	HMDB00651
175	3-methyl-2-oxobutyrate	0.19483575180972826	-1.3582650965774852	0.17437958127395825	0.39311888059129185	HMDB00019	HMDB00019
176	glycine	-0.22763319772850352	1.3554587637333169	0.1752714381322713	0.39337908563473056	HMDB00123	HMDB00123
177	glycochenodeoxycholate	0.20483426151967155	-1.3715749245645634	0.17602566088713625	0.39337908563473056	HMDB00637	HMDB00637
178	palmitoleate (16:1n7)	-0.24958328891340864	1.341427099512475	0.17978182394612685	0.39679259566137326	HMDB03229	HMDB03229
179	mannitol	0.21169634987051278	-1.341427099512475	0.17978182394612685	0.39679259566137326	HMDB00765	HMDB00765
180	docosatrienoate (22:3n3)	-0.2516201126433458	1.3582662018901501	0.17986901709941627	0.39679259566137326	HMDB02823	HMDB02823
181	dopamine 4-sulfate	0.27148502608266495	-1.355535960263439	0.18145723864551427	0.3985855583922835	HMDB04148	HMDB04148
182	bilirubin (Z,Z)	-0.25805063558699975	1.285300442629108	0.1986873155704536	0.4326683876652469	HMDB00054	HMDB00054
183	6-oxopiperidine-2-carboxylate	0.26120611305137775	-1.3010067965919248	0.199498848009073	0.4326683876652469	HMDB61705	HMDB61705
184	tyrosine	-0.20763288292498072	1.294387510229557	0.20180971912847712	0.4327747468637492	HMDB00158	HMDB00158
185	ribose	0.21501144116082063	-1.2740751112524344	0.20263679802517676	0.4327747468637492	HMDB00283	HMDB00283
186	1-linolenoyl-GPC (18:3)*	-0.24007028715029388	1.2909624317979582	0.20291578598086296	0.4327747468637492	HMDB10388	HMDB10388
187	deoxycarnitine	-0.2286984252546911	1.2807432862810477	0.20645135757679148	0.4370970775360774	HMDB01161	HMDB01161
188	carnitine	-0.23464781459033288	1.2628497798757612	0.20664317089740625	0.4370970775360774	HMDB00062	HMDB00062
189	5-dodecenoate (12:1n7)	-0.24341172799195532	1.2742169974421653	0.20848141353350474	0.43917805965664525	HMDB00529	HMDB00529
190	2-oleoyl-GPE (18:1)*	-0.23643966504142988	1.2674137084414097	0.21106813500789826	0.4428123322206518	HMDB11476	HMDB11476
191	5-methylthioadenosine (MTA)	-0.5498258470949662	1.2617188253502456	0.21245018853235997	0.44310144091810727	HMDB01173	HMDB01173
192	threonate	-0.20935258233080695	1.2616526745463903	0.2130932539484855	0.44310144091810727	HMDB00943	HMDB00943
193	cysteine	-0.23617597900225484	1.2432054499665826	0.213792134917686	0.44310144091810727	HMDB00574	HMDB00574
194	cortisone	0.19940366428971254	-1.2403991171224142	0.21482780740602037	0.44345981127186535	HMDB02802	HMDB02802
195	1-myristoyl-GPC (14:0)	-0.2393804317745618	1.2486613222421887	0.21825749454495555	0.44873740878442864	HMDB10379	HMDB10379
196	N1-methylguanosine	0.37050140562184475	-1.2357421606472716	0.2229550069876469	0.4535462075433386	HMDB01563	HMDB01563
197	p-cresol sulfate	-0.22543118079125096	1.2179484543690673	0.22324356130051493	0.4535462075433386	HMDB11635	HMDB11635
198	threitol	0.17896508500765626	-1.215142121524899	0.2243118907640549	0.45392248760915044	HMDB04136	HMDB04136
199	alpha-hydroxyisovalerate	0.20294128415201	-1.206723122992394	0.22753879100546992	0.45864681794828055	HMDB00407	HMDB00407
200	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	0.2009123881103278	-1.2011104573040572	0.2297083571027505	0.459416714205501	HMDB12458	HMDB12458
201	3-hydroxy-2-ethylpropionate	-0.20837841030889073	1.2011104573040572	0.2297083571027505	0.459416714205501	HMDB00396	HMDB00396
202	2-arachidonoyl-GPE (20:4)*	0.20059049308143245	-1.2060983344632552	0.23400692651334243	0.46598609946826947	HMDB11487	HMDB11487
203	1-dihomo-linolenoyl-GPC (20:3n3 or 6)*	-0.23876730832099502	1.2036709446711347	0.2352706029863368	0.46598609946826947	HMDB10394	HMDB10394
204	4-hydroxyhippurate	0.19969587042438455	-1.2004549560950806	0.23571281296060323	0.46598609946826947	HMDB13678	HMDB13678
205	heptanoate (7:0)	-0.23832794706072324	1.1786597945507105	0.23853367132742775	0.46796300405457203	HMDB00666	HMDB00666
