	metab	Spearman_bulk	Spearman_matched	p_bulk	p_matched	q_bulk	q_matched	hmdb	metab_ids
88	5-dodecenoate (12:1n7)	0.15191909438675827	0.18686894859657294	0.04119444425172691	0.01624623259169402	0.29632306117208596	0.21395038613061665	HMDB00529	HMDB00529
89	docosahexaenoate (DHA; 22:6n3)	0.1509833898570943	0.17018917012098628	0.0424739318057837	0.028854473761901287	0.3029807135479238	0.2732890440866436	HMDB02183	HMDB02183
90	5,6-dihydrouridine	-0.15044313972073425	-0.09707689983551825	0.0432277334691991	0.2148173351249825	0.3041363497834517	0.6324479484190718	" 
HMDB00497"	" 
HMDB00497"
91	piperine	0.1499281048149444	0.16081516476203456	0.043956757965316055	0.03906951799831678	0.3041363497834517	0.30129285951855106	HMDB29377	HMDB29377
92	3-hydroxylaurate	0.15356594829973397	0.2118935486269553	0.044929149418741356	0.0071481154967282185	0.3045126319821654	0.15689197090254758	HMDB00387	HMDB00387
93	9,10-DiHOME	0.20948775097941125	0.2575801370040671	0.045052950919263486	0.013703797167263157	0.3045126319821654	0.19550750625295438	HMDB04704	HMDB04704
94	guanidinoacetate	0.14678968395227457	0.1562313365515537	0.048624936126463694	0.04508144965163599	0.30637335881806704	0.3162791432219332	HMDB00128	HMDB00128
95	N-acetylserine	-0.15081728436806105	-0.057122411811708365	0.04895263597022712	0.4730850523742134	0.30637335881806704	0.8349707316130447	HMDB02931	HMDB02931
96	3-hydroxybutyrate (BHBA)	0.14654764110789464	0.21921631157379026	0.04900148975167368	0.004669792582504986	0.30637335881806704	0.13811016395993211	HMDB00357	HMDB00357
97	pyroglutamine*	-0.14616096753127938	-0.12261873110689141	0.0496080835951071	0.11664356935225036	0.30637335881806704	0.50427724932084	HMDB62558	HMDB62558
98	N-acetylputrescine	-0.15035862335414837	-0.08364709743217186	0.04965236124172262	0.29297869486028505	0.30637335881806704	0.7227370685890606	HMDB02064	HMDB02064
99	inosine	-0.1461285711700199	-0.09070918218983755	0.049659187664532256	0.24657321048426276	0.30637335881806704	0.658142389038571	HMDB00195	HMDB00195
100	estrone 3-sulfate	0.14597149321845576	0.09431945066300207	0.049907593532372604	0.22819054326218272	0.30637335881806704	0.6513399482072258	HMDB01425	HMDB01425
101	N-acetylaspartate (NAA)	0.1459034560316325	0.1100292338355845	0.050015508945818916	0.1594624562529207	0.30637335881806704	0.5472774022394109	HMDB00812	HMDB00812
102	nicotinamide riboside	-0.2048904801385636	-0.20772203842978165	0.050088325431882456	0.04818235077728265	0.30637335881806704	0.32733406559804723	HMDB00855	HMDB00855
103	maltotriose	-0.20487346274336518	-0.037071392915508754	0.050107792330057695	0.7271870184842921	0.30637335881806704	0.9435848390372475	HMDB01262	HMDB01262
104	pyruvate	-0.14543115198878404	-0.17075329514516568	0.050770000861679175	0.028320255792916492	0.3082207144510452	0.2723835838060283	HMDB00243	HMDB00243
105	glycylleucine	-0.14419095588263087	-0.0346329252240187	0.05279628681382015	0.6587653041510912	0.3125258585113959	0.9063162080285605	HMDB00759	HMDB00759
106	tyramine O-sulfate	-0.14418038239612108	-0.11311803211325173	0.052813846203687266	0.14800100842662575	0.3125258585113959	0.5366227162998676	HMDB06409	HMDB06409
107	N2-methylguanosine	-0.14813559047541744	-0.25988001827082785	0.05316259700690307	0.0009044195173004842	0.3125258585113959	0.07741831068092145	HMDB05862	HMDB05862
108	phenylalanylglutamate	-0.14475313632006648	-0.09089024588499736	0.05889580387573388	0.2530244610209059	0.33835441689683354	0.6643832473432376	HMDB28994	HMDB28994
109	4-guanidinobutanoate	-0.14029965191621643	-0.05509896641562191	0.05959340043421594	0.48211017842383486	0.340079671811259	0.8378167979470115	HMDB03464	HMDB03464
110	valylserine	-0.19655601361666863	-0.026559046209652774	0.060396883353246916	0.8026655733420827	0.3423823321217176	0.9520969372548123	HMDB29136	HMDB29136
111	serylphenyalanine	-0.19473651934915215	-0.10047745961636628	0.06286297878409476	0.34331034637810065	0.3517039858770269	0.7672941422967472	HMDB29046	HMDB29046
112	xanthosine	-0.13759402401211748	-0.02098128514375523	0.06473140089831475	0.7890918771424327	0.3594520854512852	0.9479265570750142	HMDB00299	HMDB00299
113	bilirubin (Z,Z)	0.1371756882445972	0.10704486826951588	0.06555726078043615	0.17115612897014737	0.3594520854512852	0.5700764451301407	HMDB00054	HMDB00054
114	carnitine	0.13701347702633307	0.2039129026818369	0.06587979973305794	0.008612682367982943	0.3594520854512852	0.1703440595443029	HMDB00062	HMDB00062
115	sphingosine 1-phosphate	-0.1367794281060991	0.004557550644637742	0.06634746437068115	0.9536705367798294	0.3594520854512852	0.994390064894175	HMDB00277	HMDB00277
116	alpha-hydroxyisovalerate	-0.13594666103662842	-0.1173073905054584	0.06803349350650051	0.13346653050075485	0.36306326868236993	0.5236686223369702	HMDB00407	HMDB00407
117	N-formylmethionine	-0.13582318519276182	-0.13530596668520728	0.0682864325442308	0.08313100026453288	0.36306326868236993	0.4305749554401605	HMDB01015	HMDB01015
118	phenylalanine	-0.13496913637598973	-0.061488106155989514	0.07005700432284766	0.4327073330367649	0.3638631616596548	0.8116909544513407	HMDB00159	HMDB00159
119	cotinine	0.13496815199867354	0.12185854129955823	0.07005906643495088	0.11894478456242735	0.3638631616596548	0.504964909889723	HMDB01046	HMDB01046
120	histidyltryptophan	-0.1388048765380476	-0.08904306862814215	0.07020730216358204	0.2628372592447058	0.3638631616596548	0.6803006354934962	HMDB28896	HMDB28896
121	N6-succinyladenosine	-0.1341054242114778	-0.08399737214824854	0.07188542463356451	0.2834236631175145	0.36846660770258216	0.7117495099687999	HMDB00912	HMDB00912
122	N-acetyltyrosine	-0.13357620787405813	-0.12312616697478732	0.0730247628965862	0.11512686507880222	0.3720785538064154	0.50427724932084	HMDB00866	HMDB00866
123	docosadienoate (22:2n6)	0.1328456776548882	0.132451472568178	0.0746215310411515	0.08990181073510894	0.37796467793624666	0.4526820587603133	HMDB61714	HMDB61714
124	valerylcarnitine (C5)	0.13176337621844672	0.09954177960542956	0.0770390631890059	0.203345197803713	0.3826559563360769	0.6216553189999227	HMDB13128	HMDB13128
125	acesulfame	-0.13502967863403778	-0.07054477433491183	0.07826132382463298	0.3753820000072955	0.3826559563360769	0.7835367566723267	HMDB33585	HMDB33585
126	cysteine-glutathione disulfide	-0.13089137885695976	-0.1305832669229469	0.07903254598124022	0.09456637636459533	0.3826559563360769	0.46256467524624917	HMDB00656	HMDB00656
127	dopamine 3-O-sulfate	-0.13085142274160372	-0.11897831389103651	0.07912487771241263	0.12798470895165315	0.3826559563360769	0.5173431904021045	HMDB06275	HMDB06275
128	gamma-glutamylphenylalanine	-0.13065494643001754	0.009799269438338318	0.07958016716416155	0.9005869152692569	0.3826559563360769	0.9863011736891106	HMDB00594	HMDB00594
129	creatine	0.13052279259442826	0.1535174249309072	0.07988759004652793	0.048991988000709724	0.3826559563360769	0.33021371439848446	HMDB00064	HMDB00064
130	4-acetamidobutanoate	-0.13046685211891795	-0.12726866453486638	0.08001800956093197	0.10331332976777764	0.3826559563360769	0.47879563248173945	HMDB03681	HMDB03681
131	adenine	-0.1333250555558639	-0.14518772163548693	0.08213447983663229	0.06697904372785457	0.38980277524599366	0.3954073202140932	HMDB00034	HMDB00034
132	N-acetylleucine	-0.12944811171026357	-0.07972768090096599	0.0824232503732767	0.30869867273512536	0.38980277524599366	0.733700673120706	HMDB11756	HMDB11756
133	lathosterol	0.1323637454848324	0.18290082580661135	0.08438575816844672	0.02061533957429648	0.3968912581988483	0.22817475043687324	HMDB01170	HMDB01170
134	6-oxopiperidine-2-carboxylate	-0.12781113881397183	-0.10186854796876613	0.08640953582016943	0.19292764325130662	0.400162103649752	0.6093950650299574	HMDB61705	HMDB61705
135	7-methylguanine	-0.12761843256906746	0.00030928169859901925	0.08688879459023335	0.996854274091999	0.400162103649752	0.9982928619896264	HMDB00897	HMDB00897
136	phenylalanylphenylalanine	-0.12740639338859866	-0.058194459097878806	0.08741859040012107	0.45780382306331024	0.400162103649752	0.8264386056880059	HMDB13302	HMDB13302
137	ornithine	0.12575744683538806	0.13803594487686893	0.09162732438494282	0.07704451571298779	0.4085051545495368	0.41740573069821235	HMDB03374	HMDB03374
138	chenodeoxycholate	-0.5600662839559639	0.10462776733243281	0.09222674254012037	0.7736158139144378	0.4090471068100675	0.9479265570750142	HMDB00518	HMDB00518
139	inositol 1-phosphate (I1P)	0.12532385385518433	0.14011388806149813	0.09276041613736635	0.07265719231981295	0.4092933825442557	0.41463037750506593	HMDB00213	HMDB00213
140	tryptophan	0.12464134355637423	0.15707483152985036	0.09456656150614441	0.04392050413250266	0.4151229571756903	0.3162791432219332	HMDB00929	HMDB00929
141	N6,N6,N6-trimethyllysine	-0.12395540825854534	-0.0938287747286172	0.09640981770370217	0.23063051899630205	0.42014745706568685	0.6546680418889069	HMDB01325	HMDB01325
142	N-acetylalanine	-0.12385101977086702	-0.09430273857356483	0.09669281430133214	0.2282733463343081	0.42014745706568685	0.6513399482072258	HMDB00766	HMDB00766
143	aspartylvaline	-0.12638271672719717	-0.049914200379478975	0.09952553092885355	0.5307833120455598	0.429125457181958	0.8490672187334626	HMDB28766	HMDB28766
144	octanoylcarnitine (C8)	0.12248505006573174	0.2252760866083468	0.10045698670977794	0.0036233670420033983	0.429125457181958	0.13811016395993211	HMDB00791	HMDB00791
145	2-hydroxybutyrate (AHB)	0.12237571048426096	0.0707705675600064	0.1007632291590961	0.36637377635055	0.429125457181958	0.7830940988109579	HMDB00008	HMDB00008
146	caprate (10:0)	0.12220201152089989	0.1272084148935595	0.10125124805802908	0.10347802804803949	0.429125457181958	0.47879563248173945	HMDB00511	HMDB00511
147	cotinine N-oxide	0.12574262529613084	0.14028848250850048	0.10126558685835925	0.07683185808009423	0.429125457181958	0.41740573069821235	HMDB01411	HMDB01411
148	arabonate	0.12147249001712494	0.11998515234132076	0.10332130233253596	0.12476631143676695	0.4335477911258796	0.5173431904021045	HMDB00539	HMDB00539
149	prolylglycine	-0.12499720780339356	-0.07082744450373196	0.10332213713747598	0.3734669508320747	0.4335477911258796	0.7835367566723267	HMDB11178	HMDB11178
150	taurodeoxycholate	0.1197728994942757	0.07428389160783293	0.10827337721615657	0.3430018465051138	0.44273320101114233	0.7672941422967472	HMDB00896	HMDB00896
151	tartarate	0.11974053848527193	0.14366536564468077	0.10836944286311738	0.06562925531383546	0.44273320101114233	0.3901294621433552	HMDB00956	HMDB00956
152	1-stearoyl-GPI (18:0)	-0.11965810513541777	-0.045331830119313944	0.10861445351908866	0.5631504008407967	0.44273320101114233	0.8626736344031134	HMDB61696	HMDB61696
153	homoarginine	-0.12183255044834766	-0.03314668020381751	0.11242182704161761	0.6773346541098095	0.45437685863347754	0.9130684471149559	HMDB00670	HMDB00670
154	histidine	0.11822705492591727	0.18382567227011534	0.11293748269841448	0.018102743288104062	0.45437685863347754	0.2245789602118417	HMDB00177	HMDB00177
155	methionine	0.11818601944349487	0.12265220312983968	0.11306340057118075	0.11654304627270945	0.45437685863347754	0.50427724932084	HMDB00696	HMDB00696
156	tryptophylglycine	-0.12131833532340397	-0.039202201412925894	0.11395781985247372	0.6225961715651392	0.4558312794098949	0.8928599386552932	HMDB29083	HMDB29083
157	dodecanedioate (C12-DC)	0.11694886264714051	0.1354197715632314	0.11691138136505809	0.08286978502031803	0.46547042999297544	0.4305749554401605	HMDB00623	HMDB00623
158	17-methylstearate (i19:0)	0.11652185457915352	0.10993149552857552	0.11826294156078013	0.15983568990637	0.4683295508844101	0.5472774022394109	HMDB37397	HMDB37397
159	proline	0.11637714232387814	0.15838827371034084	0.11872372960504321	0.042162597549048574	0.4683295508844101	0.3138363782781355	HMDB00162	HMDB00162
160	tiglylcarnitine (C5:1-DC)	0.11575092007473627	0.11131455951679844	0.1207338313871598	0.15461478057781566	0.47189850765110597	0.5424190662893862	HMDB02366	HMDB02366
161	sulfamethoxazole	-0.115213498187175	-0.017296098752172046	0.12247986533355297	0.8254818617231752	0.47440165034172554	0.9606376625356166	HMDB15150	HMDB15150
162	2-aminoadipate	-0.11489061094618684	-0.0895309669820581	0.12353826609243063	0.25278900266179377	0.47634574673477753	0.6643832473432376	HMDB00510	HMDB00510
163	stearoyl sphingomyelin (d18:1/18:0)	-0.1143741300784429	-0.13931055951073945	0.1252459545887541	0.07432867265589153	0.4807647404841861	0.41605644877198716	HMDB01348	HMDB01348
164	N1-methylguanosine	-0.11330467540464187	-0.13460077215246458	0.12883993614027386	0.08476439572551434	0.4909058321519235	0.43099277760339355	HMDB01563	HMDB01563
165	glycodeoxycholate	0.11323553818047762	0.09976671159964198	0.12907498323372008	0.2023207497631436	0.4909058321519235	0.6216553189999227	HMDB00631	HMDB00631
166	asparaginylleucine	-0.15918429299270284	-0.15644604110668076	0.12960831549805457	0.13863198502827803	0.4909058321519235	0.5279392722017282	HMDB28735	HMDB28735
167	pyrraline	0.11267508596975417	0.11467381173988776	0.13099257170208792	0.14246959331612058	0.4910163424751439	0.5279392722017282	HMDB33143	HMDB33143
168	citrulline	0.1125346548875378	0.10506734115373154	0.13147647226368775	0.17924777457049662	0.4910163424751439	0.5811973296679739	HMDB00904	HMDB00904
169	codeine	-0.17097197373218165	-0.07510578971646124	0.13193196117906905	0.5106379706828916	0.4910163424751439	0.8460850152226196	HMDB04995	HMDB04995
170	urea	0.1121956319841057	0.18048516437987708	0.13265034691314398	0.02034988997406171	0.4915528006824729	0.22817475043687324	HMDB00294	HMDB00294
171	S-adenosylhomocysteine (SAH)	-0.1116800806694353	-0.08762707831675995	0.13445085792877076	0.26306017564059253	0.4928086325891067	0.6803006354934962	HMDB00939	HMDB00939
172	pipecolate	-0.11102788345268706	0.009630570442678989	0.13675536274595537	0.9022897811811654	0.4944275551805143	0.9863011736891106	HMDB00070	HMDB00070
173	3-(4-hydroxyphenyl)lactate	-0.11068373241182995	-0.06645401548059626	0.13798352140611714	0.39640133109590026	0.495602823789153	0.7960366665950941	HMDB00755	HMDB00755
174	gamma-tocopherol	-0.11378758135369772	-0.019651022982504724	0.13837508748318642	0.8051846556522616	0.495602823789153	0.9533029947971452	HMDB01492	HMDB01492
175	2-aminoheptanoate	0.10944721251741728	0.12393217328738186	0.14246586821014065	0.11274939271747286	0.4987164338168984	0.50427724932084	HMDB94649	HMDB94649
176	4-methyl-2-oxopentanoate	0.10920079118558791	0.07324883613909701	0.14337223837403024	0.3497872184456714	0.4987164338168984	0.7727547313862628	HMDB00695	HMDB00695
177	succinylcarnitine (C4-DC)	-0.10902192983691848	0.024584531415052357	0.1440328565153779	0.7539459057114082	0.4987164338168984	0.9479265570750142	HMDB61717	HMDB61717
178	N-acetylhistidine	0.10756034193620471	0.17522068461057166	0.14951817592899577	0.024380209904938086	0.5114823584536462	0.24844594855508337	HMDB32055	HMDB32055
179	phenylalanyltryptophan	0.10661703980001944	0.11829146798013782	0.15314139103074814	0.13021667801853437	0.5201945663584143	0.5205774195761195	HMDB29006	HMDB29006
180	acetylcarnitine (C2)	0.1061150023318775	0.22335345361019762	0.15509651581123396	0.003929864247461939	0.5226874706079381	0.13811016395993211	HMDB00201	HMDB00201
181	hexadecadienoate (16:2n6)	0.1054282656986884	0.13661806998477985	0.1578012882796481	0.08015915721294004	0.5256509746247977	0.4305749554401605	HMDB00477	HMDB00477
182	1-ribosyl-imidazoleacetate*	-0.10538447203097835	-0.06306798563914831	0.1579749677564319	0.42095488639513534	0.5256509746247977	0.8070882620524789	HMDB02331	HMDB02331
183	guanosine	-0.10526935599606527	-0.003774305307648001	0.15843218627710023	0.9616258459212214	0.5256509746247977	0.994390064894175	HMDB00133	HMDB00133
184	homocitrulline	-0.10419818662922124	-0.014087705018471891	0.16273439881705445	0.8574720630183583	0.5342403422500224	0.9670567667242618	HMDB00679	HMDB00679
185	adrenate (22:4n6)	0.10400945290935439	0.07824420084389824	0.16350139285821194	0.3178157186258853	0.5342403422500224	0.737490551839115	HMDB02226	HMDB02226
186	1-docosahexaenoyl-GPC (22:6)*	0.10400549950247895	0.16506259508622778	0.16351748793166573	0.03411551795996246	0.5342403422500224	0.2850205155646484	HMDB10404	HMDB10404
187	histidylalanine	-0.10670722798614961	-0.041411692955413915	0.16479843235916294	0.6031074338749864	0.534702574548662	0.8855230933052974	HMDB28878	HMDB28878
188	hydroxycotinine	0.10346125018128083	0.1010902810620497	0.16574455170676977	0.19636799644103628	0.534702574548662	0.6134708209982739	HMDB01390	HMDB01390
189	bradykinin, hydroxy-pro(3)	0.47149516679144476	0.3841753841755763	0.16892692233678325	0.2730514957220639	0.5415784476415223	0.7033318396600372	HMDB11728	HMDB11728
190	2-linoleoylglycerol (18:2)	0.14410361842804686	0.09775285818563018	0.17054342496120384	0.3566212959577342	0.5447207901745914	0.7750640627158477	HMDB11538	HMDB11538
191	tetradecanedioate (C14-DC)	0.10198331018242608	0.16585655147056097	0.17190633485976806	0.03325112597949669	0.5450400464895825	0.2850205155646484	HMDB00872	HMDB00872
192	sulfate*	0.10198082503198364	0.0666481532136963	0.17191683709367672	0.39502002104342615	0.5450400464895825	0.7960366665950941	HMDB01448	HMDB01448
193	homostachydrine*	0.10148602727650766	0.07212953169170654	0.1740173463906923	0.35721917569718153	0.5496636476399727	0.7750640627158477	HMDB33433	HMDB33433
194	7-methylurate	0.13433650326168092	0.11821127419037898	0.17826337317768637	0.23905408367984185	0.560803926910121	0.6560294038216692	HMDB11107	HMDB11107
195	epsilon-caprolactam	0.1435834035280695	0.22617862278581227	0.17947234079603208	0.03856566226944032	0.560803926910121	0.30011097184219016	HMDB62769	HMDB62769
196	decanoylcarnitine (C10)	0.09975538771776131	0.2047256033990211	0.18151377109257227	0.008345696134117724	0.560803926910121	0.1703440595443029	HMDB00651	HMDB00651
197	2-hydroxyisobutyrate	0.09963015786968707	0.14644277816055884	0.1820652950899213	0.06052869993864859	0.560803926910121	0.36978080696918164	HMDB00729	HMDB00729
198	diphenhydramine	0.1403318151678695	0.054537433121020995	0.1821302472909038	0.6076404841793188	0.560803926910121	0.8891286400982853	HMDB01927	HMDB01927
199	nicotinamide adenine dinucleotide (NAD+)	-0.14005315351361897	-0.13228418579132967	0.18300851386406067	0.21131136267577286	0.5614884869807739	0.630252705402305	HMDB00902	HMDB00902
200	3-phenylpropionate (hydrocinnamate)	0.09872394802805264	0.09745044761162104	0.18609310128031453	0.21304965475640084	0.5653310784707666	0.6324479484190718	HMDB00764	HMDB00764
201	glycylphenylalanine	-0.09870941088383704	-0.08294099510400083	0.18615824209378343	0.28954378037560935	0.5653310784707666	0.7178752740646874	HMDB28848	HMDB28848
202	1,7-dimethylurate	0.09869066925714966	0.05605808136356879	0.1862422478139675	0.47450556261747434	0.5653310784707666	0.8357546534990905	HMDB11103	HMDB11103
203	leukotriene B5	-0.13781071592178104	0.08618300209956789	0.19018864083053133	0.4166302764278712	0.5732446357427282	0.8028403401199892	HMDB05073	HMDB05073
204	biotin	0.44447831849231534	0.44312936752559784	0.19809309117024726	0.1996211946071432	0.5928940071389218	0.6168799371253234	HMDB00030	HMDB00030
205	5-hydroxyhexanoate	-0.1280212295951233	-0.051000620570875746	0.19973756327187134	0.6125057909980711	0.5942153256189906	0.890751579013443	HMDB00525	HMDB00525
206	1-palmitoylglycerol (16:0)	0.09562861426174048	0.06260205507970826	0.20034302425185638	0.4244014180376552	0.5942153256189906	0.8080481807865194	HMDB31074	HMDB31074
207	tryptophylasparagine	-0.09835232164430797	-0.08501315900294935	0.20061709007463582	0.28513921346956206	0.5942153256189906	0.7117495099687999	HMDB29078	HMDB29078
208	2-myristoylglycerol (14:0)	-0.13367848537397717	-0.2195013396605866	0.20394992459034092	0.03657010988998059	0.5974127346635947	0.2898519820909573	HMDB11530	HMDB11530
209	laurate (12:0)	0.09469352289546286	0.11912157414925514	0.2047993466712151	0.12752290829581006	0.5974127346635947	0.5173431904021045	HMDB00638	HMDB00638
210	methylphosphate	-0.14414696481205108	-0.19776398476605125	0.20500667132909917	0.08062923037400084	0.5974127346635947	0.4305749554401605	HMDB61711	HMDB61711
211	1,3-dimethylurate	0.09388521006071814	0.051496733589388825	0.20870871279933997	0.511248597285962	0.5974127346635947	0.8460850152226196	HMDB01857	HMDB01857
212	glycine	0.09336962717436426	0.09122197358140519	0.21123015023064756	0.24390134505282862	0.5974127346635947	0.658142389038571	HMDB00123	HMDB00123
213	glycyltryptophan	-0.09594636007538804	-0.08961570230608186	0.21190617830815855	0.259767807311112	0.5974127346635947	0.6779306190802191	HMDB28852	HMDB28852
214	dimethyl sulfone	0.09322738053824195	0.10358519997758171	0.21192963004709883	0.18549468113803108	0.5974127346635947	0.5910455144688932	HMDB04983	HMDB04983
215	isoleucylthreonine	-0.09563120544763477	0.06843231494249052	0.2134179725054287	0.38988306094628367	0.5974127346635947	0.7946188099286162	HMDB28917	HMDB28917
216	4-vinylphenol sulfate	0.09276011224761578	0.2633712653662427	0.21423904002436278	0.0006310796191751481	0.5974127346635947	0.07741831068092145	HMDB04072	HMDB04072
217	phenylalanylvaline	-0.09530599326936137	-0.004556121816879509	0.21498608414116993	0.9544023546735443	0.5974127346635947	0.994390064894175	HMDB29008	HMDB29008
218	phenylacetylglycine	-0.12382374771236175	-0.14470497629999035	0.2150035226493001	0.1488019260686897	0.5974127346635947	0.5366227162998676	HMDB00821	HMDB00821
219	levulinate (4-oxovalerate)	-0.09522856584315424	-0.1521917181259425	0.21536063440353667	0.05470616843621848	0.5974127346635947	0.3520938359503986	HMDB00720	HMDB00720
220	3b-hydroxy-5-cholenoic acid	0.13002691113200152	0.06715425181768574	0.21669120002337552	0.5270800877540169	0.5974127346635947	0.8490672187334626	HMDB00308	HMDB00308
221	bradykinin	-0.09472994422987459	-0.10755762148718455	0.21778384960773528	0.17580927826223938	0.5974127346635947	0.5766005447987621	HMDB04246	HMDB04246
222	HEPES	-0.12270677254389545	-0.0020118998645874634	0.2192018426992088	0.9840691511635316	0.5974127346635947	0.994390064894175	HMDB62295	HMDB62295
223	urate	-0.0917185250590647	-0.06106635866684119	0.21945157907703883	0.4358761639329528	0.5974127346635947	0.8116909544513407	HMDB00289	HMDB00289
224	streptomycin	0.4259583885551355	0.338501600193165	0.21966954486090315	0.33869951942927345	0.5974127346635947	0.7667765105234607	HMDB15214	HMDB15214
225	2-oxoarginine*	-0.09161449640943954	-0.09969039538731991	0.21997709791971448	0.20266791182930985	0.5974127346635947	0.6216553189999227	HMDB04225	HMDB04225
226	N2-acetyllysine	-0.1390905512403467	-0.10449048235239444	0.2215143038745176	0.3594359264051882	0.5974127346635947	0.7769625075829321	HMDB00446	HMDB00446
227	4-hydroxyphenylacetate	-0.09376805247429731	-0.03259117059298137	0.22251323182218036	0.6824474108194738	0.5974127346635947	0.9170721878516006	HMDB00020	HMDB00020
228	2-hydroxyfluorene sulfate	0.12181516940310852	0.14981104169063605	0.22259442813738003	0.13483765384773347	0.5974127346635947	0.5236686223369702	HMDB13163	HMDB13163
229	chiro-inositol	0.09374369071228685	0.12167809118410393	0.22263395135243777	0.1253367754075509	0.5974127346635947	0.5173431904021045	HMDB34220	HMDB34220
230	4-acetaminophen sulfate	0.0896791366605536	0.006756999667741582	0.22991758256527509	0.9313580116041204	0.6053677690892384	0.994390064894175	HMDB59911	HMDB59911
231	cortisone	-0.08950039588792724	-0.0002825038736834793	0.23085136706256487	0.9971266320106666	0.6053677690892384	0.9982928619896264	HMDB02802	HMDB02802
232	N6-methyladenosine	-0.12600057811036386	-0.08943205505053752	0.2313815918065071	0.3992144969149616	0.6053677690892384	0.7960366665950941	HMDB04044	HMDB04044
233	3-hydroxyisobutyrate	0.08939030118752998	0.12347963153712115	0.23142785631431745	0.11407948713345475	0.6053677690892384	0.50427724932084	HMDB00336	HMDB00336
234	phenol glucuronide	-0.12568016692651313	0.07068001059545508	0.2325798088298183	0.5055664269710134	0.6053677690892384	0.8460850152226196	HMDB60014	HMDB60014
235	trimethylamine N-oxide	-0.0917376246852174	-0.0020370197293834266	0.23273451261192174	0.9796047131482079	0.6053677690892384	0.994390064894175	HMDB00925	HMDB00925
236	alpha-ketoglutarate	-0.08901114122700728	-0.10442361839397266	0.2334210092724168	0.18194161834748848	0.6053677690892384	0.585496335734775	HMDB00208	HMDB00208
237	hypoxanthine	-0.08899525653906118	-0.08368942953712435	0.23350477384404542	0.28519869383095603	0.6053677690892384	0.7117495099687999	HMDB00157	HMDB00157
238	1-dihomo-linoleoyl-GPC (20:2)*	-0.0880660589040262	-0.024264538875666805	0.23844152061512444	0.757047928939541	0.6110956336722949	0.9479265570750142	HMDB10392	HMDB10392
239	deoxycholate	-0.406201920231798	-0.203100960115899	0.2441022898366115	0.5735942072694418	0.6165570291516145	0.8674852321954808	HMDB00626	HMDB00626
240	5-hydroxyindoleacetate	-0.0860089081347679	-0.050984585354819395	0.24962962604271974	0.5154640990828538	0.6239471515719162	0.8460850152226196	HMDB00763	HMDB00763
241	androstenediol (3beta,17beta) disulfate (1)	-0.0856394278128108	0.012719368720346224	0.2516770093955718	0.8711895291601641	0.6252785203036787	0.9718823148628511	HMDB03818	HMDB03818
242	mead acid (20:3n9)	0.40004734568283135	-0.024618298195866545	0.2520106185803378	0.9461800987252642	0.6252785203036787	0.994390064894175	HMDB10378	HMDB10378
243	N-acetyl-aspartyl-glutamate (NAAG)	0.0845807401573674	0.11061968032039216	0.2576076626517108	0.15722159622611484	0.6309253015722506	0.5448651270022441	HMDB01067	HMDB01067
244	tyrosylisoleucine	-0.11893290395407256	0.08827825688180406	0.2588218007603501	0.40534924943688344	0.6309253015722506	0.7993313353254627	HMDB29108	HMDB29108
245	ascorbate (Vitamin C)	0.08661961873410473	0.015376553016759144	0.2599500272683002	0.8469698468718052	0.6309253015722506	0.9649735633090796	HMDB00044	HMDB00044
246	butyrylcarnitine (C4)	0.08413495007295468	0.13521893942554175	0.2601334652173091	0.08333119870915762	0.6309253015722506	0.4305749554401605	HMDB02013	HMDB02013
247	alanine	0.08398035542444533	0.06204508061784888	0.2610133389411346	0.4285427779353378	0.6309253015722506	0.8115765883023212	HMDB00161	HMDB00161
248	citrate	0.0838674713371349	0.13492840226635067	0.2616571052081179	0.08400235696087244	0.6309253015722506	0.4305749554401605	HMDB00094	HMDB00094
249	16-hydroxypalmitate	0.08367903284919334	0.06227938477848683	0.262734173085538	0.4267977882891022	0.6317428431494958	0.8100640948458347	HMDB06294	HMDB06294
250	dopamine 4-sulfate	-0.08212219444421612	-0.11328271446615726	0.2717488039026311	0.14740791660286628	0.6443683549602555	0.5366227162998676	HMDB04148	HMDB04148
251	1-eicosapentaenoyl-GPE (20:5)*	0.10951875893742433	0.11816534037564108	0.2731868255280683	0.23923794792417397	0.6444103688176419	0.6560294038216692	HMDB11489	HMDB11489
252	nicotinamide	-0.0814456843425049	-0.09335213312183371	0.2757307349154213	0.23301824280196698	0.6444748997213202	0.6546680418889069	HMDB01406	HMDB01406
253	gamma-glutamylglycine	-0.12409629975549308	-0.07271314797649815	0.2758763596190776	0.5242348812053044	0.6444748997213202	0.8490672187334626	HMDB11667	HMDB11667
254	1-dihomo-linolenoyl-GPC (20:3n3 or 6)*	-0.08127825930679225	-0.04306510472525645	0.27672225902708136	0.5828471094200014	0.6444748997213202	0.8737602901287588	HMDB10394	HMDB10394
255	N-acetylisoleucine	-0.08122065230807403	-0.05128717244227184	0.27706397558112833	0.512971340096098	0.6444748997213202	0.8460850152226196	HMDB61684	HMDB61684
256	hydrochlorothiazide	0.123200392836425	0.11306150037663056	0.2793848435018624	0.32115820999096345	0.6481122656845371	0.7390092143878084	HMDB01928	HMDB01928
257	beta-alanine	-0.08030269575901	-0.07144268578080784	0.28254763825084517	0.36182810387736053	0.653677779304658	0.7801633675542081	HMDB00056	HMDB00056
