	metab	Spearman_bulk	Spearman_matched	p_bulk	p_matched	q_bulk	q_matched	hmdb	metab_ids
258	gamma-glutamylvaline	-0.07963702689980202	0.01175135781668198	0.28656952673518665	0.8809172523203628	0.6611954579119131	0.9754956403395473	HMDB11172	HMDB11172
259	theanine	0.07934907708096263	0.09069842129839614	0.2883211047632625	0.24662949621406619	0.6634485636487976	0.658142389038571	HMDB34365	HMDB34365
260	N-acetylglutamate	0.0789173501593662	0.004526756383525324	0.29096065295920875	0.9539832284195776	0.6677273966034388	0.994390064894175	HMDB01138	HMDB01138
261	adenosine 5'-monophosphate (AMP)	-0.07857529584949856	-0.10706052520104509	0.2930633558948732	0.17109316364878993	0.6707546327433461	0.5700764451301407	HMDB00045	HMDB00045
262	hydantoin-5-propionic acid	-0.11237045227242479	-0.14268756691488846	0.29443615761707775	0.1953911544736381	0.6716021539793686	0.6126550484594661	HMDB01212	HMDB01212
263	atenolol	0.119297242284964	0.042184807156604255	0.2950159459169665	0.7120272508756489	0.6716021539793686	0.9376851180762391	HMDB01924	HMDB01924
264	1,3,7-trimethylurate	0.07813458584211022	0.030340160345056013	0.2957873972549322	0.6988652702167908	0.6716021539793686	0.9258290557442008	HMDB02123	HMDB02123
265	dehydroisoandrosterone sulfate (DHEA-S)	0.07761625643122003	0.11876810958692131	0.2990126496498301	0.12866463497568276	0.6741521915708426	0.5173431904021045	HMDB01032	HMDB01032
266	phenylacetylglutamine	-0.07757110238359166	-0.09211232939182941	0.29929471403620056	0.23931020210054552	0.6741521915708426	0.6560294038216692	HMDB06344	HMDB06344
267	2-hydroxypalmitate	0.07735344972704593	0.13501007400234447	0.30065679647597676	0.0838132537816997	0.6741521915708426	0.4305749554401605	HMDB31057	HMDB31057
268	indole-3-carboxylic acid	0.07659677401758079	0.061417145467339146	0.305423941297122	0.4332395750745085	0.6790724512995752	0.8116909544513407	HMDB03320	HMDB03320
269	xylonate	-0.07646059533607563	-0.04284418937379781	0.30628713268057095	0.5847836559054074	0.6792274237683128	0.8751307857605397	HMDB60256	HMDB60256
270	hippurate	-0.07633539369176204	-0.014458575032738827	0.30708215749640255	0.8537612754214327	0.6792308186483736	0.9659267263053906	HMDB00714	HMDB00714
271	cholate	-0.07584049708628189	-0.021321678618054066	0.3102379824334568	0.7857522015522803	0.6844425591830903	0.9479265570750142	HMDB00619	HMDB00619
272	laurylcarnitine (C12)	0.07532721275452434	0.1680054553438405	0.3135334119459654	0.031004198193573602	0.6873287223915291	0.2793641437231474	HMDB02250	HMDB02250
273	N-acetyl-beta-alanine	-0.07521138483087669	-0.0677393411618102	0.3142802071725408	0.3873098969317631	0.6873287223915291	0.7946188099286162	HMDB61880	HMDB61880
274	adenosine	-0.07516330342884746	-0.022375527338141597	0.31459055021316457	0.7754376541697449	0.6873287223915291	0.9479265570750142	HMDB00050	HMDB00050
275	malate	-0.07488937003261614	-0.07895380773040177	0.3163624726720912	0.3134330836120196	0.6873287223915291	0.7350649851284624	HMDB00156	HMDB00156
276	1-palmitoyl-GPI (16:0)	-0.07408567506046138	-0.03414949669275272	0.3215985333763236	0.6632354846639701	0.696647007360658	0.9063162080285605	HMDB61695	HMDB61695
277	leucylalanine	-0.07601146811777011	0.004381137604407581	0.32309446486236126	0.9561518136844651	0.696647007360658	0.994390064894175	HMDB28922	HMDB28922
278	11-dehydrocorticosterone	-0.1035449718551288	-0.17390541517340657	0.3259852944039059	0.09922821048707024	0.7000374217730827	0.47199818858508275		M.443
279	1-arachidonoyl-GPI (20:4)*	-0.07303294082323561	0.019562389091892493	0.32854146463059286	0.8030537251144562	0.7000374217730827	0.9520969372548123	HMDB61690	HMDB61690
280	serylvaline	-0.1029440101687091	-0.019523120327122258	0.3288161507180205	0.8542632090316817	0.7000374217730827	0.9659267263053906	HMDB29052	HMDB29052
281	choline	0.07287765504627519	0.043899227537127584	0.32957369272728076	0.5755620412284284	0.7000374217730827	0.8679427814676829	HMDB00097	HMDB00097
282	2-hydroxy-3-methylvalerate	-0.07189406780222628	-0.19581672047538876	0.3361601900307153	0.011714145525205263	0.7105015374476352	0.17905908159956618	HMDB00317	HMDB00317
283	p-aminobenzoate (PABA)	0.3395320488482964	0.1538643637241659	0.3371367184557765	0.6712773933400762	0.7108104211776962	0.9091984947770653	HMDB01392	HMDB01392
284	indoleacetylglutamine	0.07125492555591344	0.027326559534975415	0.3404848506705539	0.7275303665474105	0.7160260086745452	0.9435848390372475	HMDB13240	HMDB13240
285	gamma-glutamylisoleucine*	-0.07098267022064766	0.007225940314074586	0.34233771254530876	0.9266071096251497	0.7160260086745452	0.9939452658639361	HMDB11170	HMDB11170
286	undecanedioate (C11-DC)	-0.09493535691231114	-0.0331040285645339	0.34255490880752804	0.7424275372793394	0.7160260086745452	0.9479265570750142	HMDB00888	HMDB00888
287	docosatrienoate (22:3n3)	0.07065083643357242	0.0933869440256999	0.34460466973615334	0.23284327269459168	0.7177167817375846	0.6546680418889069	HMDB02823	HMDB02823
288	azelate (C9-DC)	0.3323470256441984	0.22156468376279892	0.34811050261233856	0.5384276585293758	0.7232587141654413	0.8497857179780234	HMDB00784	HMDB00784
289	N1-methyladenosine	-0.06966794884026034	-0.05321854958139051	0.3513749374114342	0.4972081980557176	0.725089016400882	0.8444647173327268	HMDB03331	HMDB03331
290	gamma-CEHC	0.06952309792906997	0.033765237869306464	0.3523797089051015	0.6667971632159972	0.725089016400882	0.9074377928662857	HMDB01931	HMDB01931
291	2'-deoxyinosine	0.10505245043566867	0.1488552286343326	0.3568433851860954	0.19044172941394946	0.7290522912007931	0.6037708162160768	HMDB00071	HMDB00071
292	leucylphenylalanine	-0.07055058292857619	-0.016857454503655764	0.3591714249896022	0.8324386553006369	0.7290522912007931	0.9606376625356166	HMDB13243	HMDB13243
293	5-methyluridine (ribothymidine)	0.06853570850285529	0.10887913512708161	0.35927678359846893	0.16389589297537202	0.7290522912007931	0.5567257316941209	HMDB00884	HMDB00884
294	threitol	-0.06851590544814903	-0.06753047573861293	0.359415965989176	0.38877862129166396	0.7290522912007931	0.7946188099286162	HMDB04136	HMDB04136
295	gamma-glutamylleucine	-0.06833731874338884	0.035829792244756346	0.36067264919152175	0.6477502043406651	0.7298718385530558	0.9033560928070172	HMDB11171	HMDB11171
296	1-arachidonylglycerol (20:4)	0.0961030124199577	-0.0831513340105699	0.36213940634223907	0.43327118191818637	0.730279248887788	0.8116909544513407	HMDB11549	HMDB11549
297	1-palmitoyl-GPC (16:0)	-0.06806697081895778	0.01163889181957576	0.3625802345529321	0.8820486280640298	0.730279248887788	0.9754956403395473	HMDB10382	HMDB10382
298	3-indoxyl sulfate	-0.06749539326853381	-0.01706537617995084	0.36663388537993447	0.827773449850541	0.7367103424535772	0.9606376625356166	HMDB00682	HMDB00682
299	phenylacetylglutamate	-0.0688305291344027	-0.0639899219722657	0.37103534254609993	0.42145847329142294	0.7414878797217986	0.8070882620524789	HMDB59772	HMDB59772
300	etiocholanolone glucuronide	0.06672665386315625	0.11711325277235837	0.3721298065978108	0.1341149392153871	0.7414878797217986	0.5236686223369702	HMDB04484	HMDB04484
301	fructose	0.06671025180541752	0.1354706490381128	0.3722476183059962	0.0827532197991544	0.7414878797217986	0.4305749554401605	HMDB00660	HMDB00660
302	xylose	-0.06667841096867279	-0.05049455493885658	0.3724763881780063	0.5195142187880495	0.7414878797217986	0.8486720826003251	HMDB00098	HMDB00098
303	propionylcarnitine (C3)	0.06614991657633859	0.11469531043499992	0.3762861187549541	0.14239427392566903	0.7473339156710922	0.5279392722017282	HMDB00824	HMDB00824
304	phenylpyruvate	-0.08807516047839434	-0.11943700173723903	0.3787158070591937	0.234183957305249	0.7504183584321061	0.6546680418889069	HMDB00205	HMDB00205
305	leucylthreonine	-0.09229171963372183	0.05656776934944112	0.3815754853758152	0.5943179658279533	0.7520938241997018	0.8796833135236831	HMDB28939	HMDB28939
306	phenylalanylproline	0.09228214157021035	0.205864744172136	0.3816251088327667	0.050265157629314695	0.7520938241997018	0.33182973459044035	" 
HMDB11177"	" 
HMDB11177"
307	heptanoate (7:0)	0.06516070118939224	0.0805136039997916	0.3834808251425883	0.303938742495458	0.7520938241997018	0.733700673120706	HMDB00666	HMDB00666
308	2-hydroxyhippurate (salicylurate)	-0.06513155907515869	0.0023992746049326776	0.38369403871778673	0.9756005155869092	0.7520938241997018	0.994390064894175	HMDB00840	HMDB00840
309	p-cresol sulfate	0.06481172057930498	0.02489515178801239	0.3860388116741116	0.7509384941664637	0.7544502803494052	0.9479265570750142	HMDB11635	HMDB11635
310	adenosine 3',5'-cyclic monophosphate (cAMP)	0.06447582555346135	0.005167670020815931	0.38851061476665494	0.9474767699173565	0.7575514492944343	0.994390064894175	HMDB00058	HMDB00058
311	beta-hydroxyisovalerate	-0.06391485806897934	0.01042452682701218	0.3926599417748132	0.8942795126793082	0.761490358876005	0.9826742783741821	HMDB00754	HMDB00754
312	12-HETE	-0.09723701620275214	-0.11917116708540161	0.3939319020951807	0.2955302359698263	0.761490358876005	0.7248535300577975	HMDB06111	HMDB06111
313	phosphate	0.06372247594083592	0.10623082867141373	0.3940890525491475	0.17445356931532127	0.761490358876005	0.5755965719543131	HMDB01429	HMDB01429
314	choline phosphate	-0.0896791696012816	-0.038240147823288946	0.39525489703481165	0.7189393740224661	0.762022954643691	0.939560464371345	HMDB01565	HMDB01565
315	N1-methyl-4-pyridone-3-carboxamide	-0.06321135639019991	-0.04898563614434814	0.39790103852956227	0.5320868725529995	0.7624076090703096	0.8490672187334626	HMDB04194	HMDB04194
316	1,2-propanediol	-0.0631812308898866	-0.05938874087667342	0.3981264033346126	0.4486115402555604	0.7624076090703096	0.8205373471341019	HMDB01881	HMDB01881
317	1,6-anhydroglucose	0.06473722142022847	0.040288814987548854	0.40022315933573116	0.6129778509132122	0.7641398208846973	0.890751579013443	HMDB00640	HMDB00640
318	succinate	0.06282243953673206	0.1319828642469021	0.4008163312818097	0.09105423536871916	0.7641398208846973	0.4528806865329049	HMDB00254	HMDB00254
319	gamma-glutamylmethionine	0.0623816435703897	0.10808116209999462	0.4041358406975263	0.16702558902701103	0.7680651236309411	0.5651142458779503	HMDB29155	HMDB29155
320	gamma-glutamylalanine	-0.0622130824003624	-0.01184374060001923	0.40540952658492635	0.8799880879566605	0.7680651236309411	0.9754956403395473	HMDB29142	HMDB29142
321	I-urobilinogen	-0.06400742434314886	-0.05047339138604526	0.40556709799203905	0.5261840494971752	0.7680651236309411	0.8490672187334626	HMDB04157	HMDB04157
322	N-acetylglutamine	0.06185955450159558	0.09040123957871339	0.4080885758681103	0.2481874550641894	0.7691895046566839	0.658142389038571	HMDB06029	HMDB06029
323	1-pentadecanoyl-GPC (15:0)*	-0.061648973431668724	0.0013321865133415255	0.40968932608585173	0.9864508477390775	0.7691895046566839	0.994390064894175	HMDB10381	HMDB10381
324	riboflavin (Vitamin B2)	0.06160773095688264	0.03902328385576083	0.4100032673384334	0.6187363755238537	0.7691895046566839	0.8923434922938496	HMDB00244	HMDB00244
325	taurochenodeoxycholate	-0.06144205838974539	-0.016511079479927332	0.4112658092768431	0.8332847534444154	0.7691895046566839	0.9606376625356166	HMDB00951	HMDB00951
326	2-isopropylmalate	-0.2928363119390458	-0.22156468376279892	0.41158361273559657	0.5384276585293758	0.7691895046566839	0.8497857179780234	HMDB00402	HMDB00402
327	hyocholate	-0.0865801805591404	-0.2004499790629793	0.4118536094418136	0.05676428688576734	0.7691895046566839	0.3525247316029221	HMDB00760	HMDB00760
328	1-myristoyl-GPC (14:0)	-0.06128681937551209	-0.0313579299788662	0.41245091429604896	0.6892772702053785	0.7691895046566839	0.9219083488996939	HMDB10379	HMDB10379
329	glycochenodeoxycholate	-0.06094322034800559	-0.022422238732593497	0.4150810995842268	0.7749813587991652	0.7724117853132568	0.9479265570750142	HMDB00637	HMDB00637
330	4-acetamidophenol	0.060701850361974306	-0.020725568790678713	0.41693460407902483	0.7916032985285706	0.7725022101550763	0.9479265570750142	HMDB01859	HMDB01859
331	dihomo-linolenate (20:3n3 or n6)	0.06030883238550249	0.0608989985520998	0.41996296266569366	0.4371373014042851	0.7764326048419736	0.8116909544513407	HMDB02925	HMDB02925
332	leucylglycine	-0.061521303573018625	0.0021225856324802246	0.424086161769878	0.9787481968656347	0.7773617410591113	0.994390064894175	HMDB28929	HMDB28929
333	lysylisoleucine	-0.08400325848288984	0.10261662122992767	0.42596054613675305	0.3330812337347355	0.7773617410591113	0.7582913193535469	HMDB28954	HMDB28954
334	pyridoxine (Vitamin B6)	0.283972259036757	0.21541010921383227	0.42652637637251284	0.5500532144244306	0.7773617410591113	0.8497857179780234	HMDB02075	HMDB02075
335	dimethylglycine	-0.06115937297758428	-0.04116648827793717	0.426822451282456	0.6052568034780716	0.7773617410591113	0.8871572324952558	HMDB00092	HMDB00092
336	corticosterone	-0.07889906479854876	-0.0714040634957231	0.4305501025539732	0.4779669666278953	0.7824859613295139	0.8378167979470115	HMDB01547	HMDB01547
337	N-acetyltryptophan	-0.05862883515466196	-0.06560650385954583	0.4330516776432013	0.4024652170342464	0.7840536199956613	0.7974773744937846	HMDB13713	HMDB13713
338	3-methoxytyrosine	-0.058421906568123814	-0.11252261474942837	0.43467987099304184	0.1501604394014191	0.7840536199956613	0.5366227162998676	HMDB01434	HMDB01434
339	cysteine sulfinic acid	0.2777989490576971	0.31388330199729847	0.43707967374922496	0.377122831482475	0.7840536199956613	0.7835367566723267	HMDB00996	HMDB00996
340	ursodeoxycholate	0.05801428257507899	0.05394618994528316	0.4378974449536672	0.4913364866464951	0.7840536199956613	0.8378167979470115	HMDB00946	HMDB00946
341	1,5-anhydroglucitol (1,5-AG)	-0.05800423798846044	-0.021309628689792682	0.4379769028661098	0.7858703597828339	0.7840536199956613	0.9479265570750142	HMDB02712	HMDB02712
342	1-methylxanthine	0.05957178045804004	0.01576725962708869	0.4389449181493029	0.8431308599230224	0.7840536199956613	0.9649735633090796	HMDB10738	HMDB10738
343	sebacate (C10-DC)	0.05941209705257725	0.038631058511140084	0.44017497637733094	0.6276775652388729	0.7840536199956613	0.8931623579872969	HMDB00792	HMDB00792
344	1-methylnicotinamide	0.05936058640466879	0.03777924534009281	0.4405721860022349	0.6352885881682736	0.7840536199956613	0.89885459747445	HMDB00699	HMDB00699
345	histidylleucine	0.08739886768371719	0.05010661917688845	0.44373371061902933	0.6609989644501499	0.7847852402683659	0.9063162080285605	HMDB28889	HMDB28889
346	valine	-0.05689302774507305	0.024751891529793756	0.4468177896095954	0.7523250704508613	0.7875873975288975	0.9479265570750142	HMDB00883	HMDB00883
347	3-hydroxybutyrylcarnitine (1)	0.05639909237984002	0.20175797137450052	0.4507796758645499	0.009357579590349222	0.7875873975288975	0.17035843621553282	HMDB13127	HMDB13127
348	hyodeoxycholate	0.08583502121176796	0.13115238082216313	0.4519622247540339	0.24927507485867437	0.7875873975288975	0.6585785928364978	HMDB00733	HMDB00733
349	ibuprofen acyl glucuronide	0.08548598686609082	0.08696973684830527	0.45381021831739143	0.4459832845411552	0.7875873975288975	0.8184002863654513	HMDB10343	HMDB10343
350	carboxyibuprofen	0.08548598686609082	0.013883891223803922	0.45381021831739143	0.9033412618834845	0.7875873975288975	0.9863011736891106	HMDB60564	HMDB60564
351	L-urobilin	0.05593140362855615	0.08499349955118934	0.45454914546800407	0.27773268929139977	0.7875873975288975	0.7086414137907929	HMDB04159	HMDB04159
