	feature	logFC	statistic	P.Value
379	HMDB11741	-0.0204225605628536	0.12909131083174447	0.8972853974310304
380	HMDB10318	-0.02148081663915682	0.11767625832349243	0.90681282084413
381	HMDB00755	0.028045799939174658	-0.11505964661090268	0.9083978447546499
382	HMDB11756	0.01854127437582922	-0.1066406480783976	0.9150740699332481
383	HMDB00159	0.018597230971135015	-0.10702398458097245	0.9152585958653142
384	HMDB04193	0.020319635783259342	-0.10394845045156836	0.9176959495000685
385	HMDB61384	-0.019708471470863496	0.1000082500637626	0.9207758632208463
386	HMDB11686	0.036976750824051836	-0.08980265101338746	0.928444041500591
387	HMDB00289	-0.013357045373639386	0.07982631911399794	0.9367546854109774
388	HMDB00729	0.012145512866107839	-0.0716419658903211	0.9432078310603296
389	HMDB06294	-0.0053268648153952415	0.06735198826004059	0.9463014901654972
390	HMDB04159	0.016653901323831103	-0.06634999171544982	0.947391018972622
391	HMDB01860	0.02677541527257424	0.058932989727535516	0.9530054817032416
392	HMDB04225	-0.009375277263676344	0.0481215805862699	0.9618324045997652
393	HMDB02580	0.002161203142128182	-0.04490132550669373	0.9641859603103198
394	HMDB03231	0.018105481702109932	-0.04209499266252537	0.9664229719109402
395	HMDB00619	0.004106635888286589	-0.024908271449640366	0.9802308569250133
396	HMDB01847	-0.0025158688322180775	0.019644329909178505	0.9843271004924945
397	HMDB00621	0.003691141731990727	-0.01690454075624225	0.9865791483556557
398	HMDB13713	-0.013937336986612488	0.0	1.0
