,fpr,tpr,roc_auc,precision,recall,AP,accuracy
0,"[0.         0.         0.         0.00862069 0.00862069 0.01724138
 0.01724138 0.05172414 0.05172414 0.06034483 0.06034483 0.0862069
 0.0862069  0.1637931  0.1637931  0.21551724 0.21551724 0.32758621
 0.32758621 0.37931034 0.37931034 0.42241379 0.42241379 0.46551724
 0.46551724 0.59482759 0.59482759 0.63793103 0.63793103 0.68965517
 0.68965517 1.        ]","[0.         0.02857143 0.25714286 0.25714286 0.37142857 0.37142857
 0.45714286 0.45714286 0.48571429 0.48571429 0.54285714 0.54285714
 0.6        0.6        0.62857143 0.62857143 0.65714286 0.65714286
 0.71428571 0.71428571 0.74285714 0.74285714 0.82857143 0.82857143
 0.88571429 0.88571429 0.94285714 0.94285714 0.97142857 0.97142857
 1.         1.        ]",0.8125615763546797,"[0.30434783 0.29824561 0.30088496 0.30357143 0.30630631 0.30909091
 0.31192661 0.31481481 0.30841121 0.31132075 0.31428571 0.31730769
 0.32038835 0.32352941 0.31683168 0.31       0.31313131 0.31632653
 0.31958763 0.32291667 0.32631579 0.32978723 0.33333333 0.33695652
 0.34065934 0.34444444 0.34831461 0.35227273 0.35632184 0.36046512
 0.36470588 0.35714286 0.34939759 0.35365854 0.35802469 0.3625
 0.36708861 0.37179487 0.36363636 0.35526316 0.34666667 0.35135135
 0.35616438 0.36111111 0.36619718 0.37142857 0.36231884 0.36764706
 0.37313433 0.37878788 0.38461538 0.390625   0.3968254  0.38709677
 0.37704918 0.38333333 0.38983051 0.39655172 0.40350877 0.41071429
 0.41818182 0.42592593 0.43396226 0.44230769 0.45098039 0.46
 0.46938776 0.47916667 0.46808511 0.47826087 0.48888889 0.5
 0.51162791 0.52380952 0.53658537 0.525      0.53846154 0.55263158
 0.56756757 0.58333333 0.6        0.61764706 0.63636364 0.65625
 0.67741935 0.66666667 0.65517241 0.67857143 0.7037037  0.73076923
 0.72       0.70833333 0.73913043 0.72727273 0.76190476 0.8
 0.84210526 0.88888889 0.88235294 0.875      0.86666667 0.92857143
 0.92307692 0.91666667 0.90909091 0.9        1.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.        ]","[1.         0.97142857 0.97142857 0.97142857 0.97142857 0.97142857
 0.97142857 0.97142857 0.94285714 0.94285714 0.94285714 0.94285714
 0.94285714 0.94285714 0.91428571 0.88571429 0.88571429 0.88571429
 0.88571429 0.88571429 0.88571429 0.88571429 0.88571429 0.88571429
 0.88571429 0.88571429 0.88571429 0.88571429 0.88571429 0.88571429
 0.88571429 0.85714286 0.82857143 0.82857143 0.82857143 0.82857143
 0.82857143 0.82857143 0.8        0.77142857 0.74285714 0.74285714
 0.74285714 0.74285714 0.74285714 0.74285714 0.71428571 0.71428571
 0.71428571 0.71428571 0.71428571 0.71428571 0.71428571 0.68571429
 0.65714286 0.65714286 0.65714286 0.65714286 0.65714286 0.65714286
 0.65714286 0.65714286 0.65714286 0.65714286 0.65714286 0.65714286
 0.65714286 0.65714286 0.62857143 0.62857143 0.62857143 0.62857143
 0.62857143 0.62857143 0.62857143 0.6        0.6        0.6
 0.6        0.6        0.6        0.6        0.6        0.6
 0.6        0.57142857 0.54285714 0.54285714 0.54285714 0.54285714
 0.51428571 0.48571429 0.48571429 0.45714286 0.45714286 0.45714286
 0.45714286 0.45714286 0.42857143 0.4        0.37142857 0.37142857
 0.34285714 0.31428571 0.28571429 0.25714286 0.25714286 0.22857143
 0.2        0.17142857 0.14285714 0.11428571 0.08571429 0.05714286
 0.02857143 0.        ]",0.688594373947226,0.8145695364238411
