,param_fs__threshold,param_clf__alpha,mean_test_score
0,0.001,1e-06,0.6854166666666667
1,1.042625,1e-06,0.6766666666666666
2,2.08425,1e-06,0.67
3,3.125875,1e-06,0.6833333333333333
4,4.1675,1e-06,0.6916666666666667
5,5.209125,1e-06,0.6770833333333334
6,6.250750000000001,1e-06,0.67625
7,7.292375000000001,1e-06,0.6729166666666667
8,8.334,1e-06,0.66375
9,9.375625,1e-06,0.67125
10,10.41725,1e-06,0.665
11,11.458874999999999,1e-06,0.65
12,12.5005,1e-06,0.65125
13,13.542125,1e-06,0.66125
14,14.58375,1e-06,0.67125
15,15.625375,1e-06,0.65375
16,16.667,1e-06,0.6383333333333333
17,17.708625,1e-06,0.6408333333333334
18,18.75025,1e-06,0.64125
19,19.791875,1e-06,0.6391666666666667
20,20.8335,1e-06,0.6354166666666666
21,21.875125,1e-06,0.64375
22,22.91675,1e-06,0.6304166666666666
23,23.958375,1e-06,0.64375
24,25.0,1e-06,0.6433333333333333
25,0.001,6.30957344480193e-06,0.67625
26,1.042625,6.30957344480193e-06,0.6779166666666666
27,2.08425,6.30957344480193e-06,0.6933333333333334
28,3.125875,6.30957344480193e-06,0.68125
29,4.1675,6.30957344480193e-06,0.6791666666666667
30,5.209125,6.30957344480193e-06,0.6779166666666666
31,6.250750000000001,6.30957344480193e-06,0.6516666666666666
32,7.292375000000001,6.30957344480193e-06,0.6708333333333333
33,8.334,6.30957344480193e-06,0.6508333333333334
34,9.375625,6.30957344480193e-06,0.6725
35,10.41725,6.30957344480193e-06,0.6691666666666667
36,11.458874999999999,6.30957344480193e-06,0.6529166666666667
37,12.5005,6.30957344480193e-06,0.65125
38,13.542125,6.30957344480193e-06,0.6691666666666667
39,14.58375,6.30957344480193e-06,0.6579166666666667
40,15.625375,6.30957344480193e-06,0.6516666666666666
41,16.667,6.30957344480193e-06,0.6470833333333333
42,17.708625,6.30957344480193e-06,0.6466666666666666
43,18.75025,6.30957344480193e-06,0.63
44,19.791875,6.30957344480193e-06,0.6079166666666667
45,20.8335,6.30957344480193e-06,0.6233333333333333
46,21.875125,6.30957344480193e-06,0.6391666666666667
47,22.91675,6.30957344480193e-06,0.645
48,23.958375,6.30957344480193e-06,0.63375
49,25.0,6.30957344480193e-06,0.6404166666666666
50,0.001,3.9810717055349695e-05,0.6695833333333333
51,1.042625,3.9810717055349695e-05,0.6733333333333333
52,2.08425,3.9810717055349695e-05,0.6658333333333334
53,3.125875,3.9810717055349695e-05,0.6733333333333333
54,4.1675,3.9810717055349695e-05,0.6645833333333333
55,5.209125,3.9810717055349695e-05,0.66375
56,6.250750000000001,3.9810717055349695e-05,0.65875
57,7.292375000000001,3.9810717055349695e-05,0.6708333333333333
58,8.334,3.9810717055349695e-05,0.6591666666666667
59,9.375625,3.9810717055349695e-05,0.6741666666666667
60,10.41725,3.9810717055349695e-05,0.6583333333333333
61,11.458874999999999,3.9810717055349695e-05,0.66375
62,12.5005,3.9810717055349695e-05,0.66875
63,13.542125,3.9810717055349695e-05,0.6366666666666667
64,14.58375,3.9810717055349695e-05,0.6533333333333333
65,15.625375,3.9810717055349695e-05,0.6541666666666667
66,16.667,3.9810717055349695e-05,0.6333333333333333
67,17.708625,3.9810717055349695e-05,0.62625
68,18.75025,3.9810717055349695e-05,0.63125
69,19.791875,3.9810717055349695e-05,0.61375
70,20.8335,3.9810717055349695e-05,0.6083333333333333
71,21.875125,3.9810717055349695e-05,0.6358333333333334
72,22.91675,3.9810717055349695e-05,0.5954166666666667
73,23.958375,3.9810717055349695e-05,0.6270833333333333
74,25.0,3.9810717055349695e-05,0.6270833333333333
